account_key,delta001,delta002,delta003,delta004,delta005,delta006,delta007,delta008,delta009,delta010,delta011,delta012,delta013,delta014,delta015,delta016,delta017,delta018,delta019,delta020,delta021,delta022,delta023,delta024,delta025,delta026,delta027,delta028,delta029,delta030,delta031,delta032,delta033,delta034,delta035,delta036,delta037,delta038,delta039,delta040,delta041,delta042,delta043,delta044,delta045,delta046,delta047,delta048,delta049,delta050,delta051,delta052,delta053,delta054,delta055,delta056,delta057,delta058,delta059,delta060,delta061,delta062,delta063,delta064,delta065,delta066,delta067,delta068,delta069,delta070,delta071,delta072,delta073,delta074,delta075,delta076,delta077,delta078,delta079,delta080,delta081,delta082,delta083,delta084,delta085,delta086,delta087,delta088,delta089,delta090,delta091,delta092,delta093,delta094,delta095,delta096,delta097,delta098,delta099,delta100,delta101,delta102,delta103,delta104,delta105,delta106,delta107,delta108,delta109,delta110,delta111,delta112,delta113,delta114,delta115,delta116,delta117,delta118,delta119,delta120,delta121,delta122,delta123,delta124,delta125,delta126,delta127,delta128,delta129,delta130,delta131,delta132,delta133,delta134,delta135,delta136,delta137,delta138,delta139,delta140,delta141,delta142,delta143,delta144,delta145,delta146,delta147,delta148,delta149,delta150,delta151,delta152,delta153,delta154,delta155,delta156,delta157,delta158,delta159,delta160,delta161,delta162,delta163,delta164,delta165,delta166,delta167,delta168,delta169,delta170,delta171
591.0,2,4,1,3,2,1,1,1,4,1,3,4,6,1,2,5,21,1,1,1,4,14,1,1,1,3,2,1,5,1,1,1,4,59,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592.0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,3,2,7,7,1,1,4,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,6,1,1,1,1,1,1,1,2,1,1,1,2,1,2,6,1,2,1,1,10,6,2,5,1,3,31,2,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593.0,1,1,1,1,1,1,1,1,2,3,9,2,1,6,1,1,5,1,4,1,1,1,1,2,1,1,4,1,1,1,4,3,2,13,1,6,1,13,2,5,1,5,6,2,1,6,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594.0,1,1,1,14,4,14,1,5,1,8,1,12,1,1,6,7,7,1,5,1,1,1,28,12,5,22,2,6,6,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595.0,1,2,5,4,1,1,1,4,2,1,1,8,1,1,2,1,1,4,6,1,2,1,2,1,1,1,1,1,4,1,1,1,33,1,4,1,1,1,3,1,1,1,1,1,3,1,1,1,4,10,5,3,20,1,3,1,1,1,4,1,1,1,1,3,1,9,1,4,2,1,3,28,1,3,6,1,3,1,2,8,4,6,10,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596.0,1,1,1,1,2,1,1,1,2,1,2,2,1,1,8,1,1,1,1,1,1,1,2,1,7,1,1,1,1,1,1,1,2,2,4,6,1,1,4,1,2,1,3,3,1,2,1,1,3,1,2,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597.0,2,1,1,1,1,1,1,1,1,1,1,5,1,2,3,3,3,5,1,5,1,1,1,1,2,3,18,2,1,1,1,4,1,1,2,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,1,1,1,1,1,1,12,10,10,2,1,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598.0,1,1,4,1,1,1,2,1,1,1,1,1,4,1,7,1,1,5,1,2,10,4,2,2,1,4,2,4,1,1,1,4,14,1,1,14,9,2,1,32,7,1,3,1,1,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599.0,3,3,2,1,5,1,1,4,1,1,1,8,2,2,5,3,2,4,87,2,3,1,1,10,6,9,10,3,5,4,3,9,1,16,4,21,15,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600.0,1,4,12,3,17,1,1,13,8,1,13,2,8,1,1,1,1,25,1,1,9,8,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601.0,1,1,1,2,3,2,1,1,2,1,1,68,86,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602.0,1,1,1,1,2,2,3,1,1,1,1,2,1,1,4,1,2,6,2,6,2,10,1,4,1,2,1,1,5,10,35,1,1,16,11,2,5,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603.0,2,1,1,2,1,1,1,1,1,1,1,1,1,1,5,1,1,1,2,14,1,1,1,1,1,1,1,2,1,4,1,3,1,4,7,1,1,1,1,1,2,1,1,14,4,3,2,1,1,2,1,5,1,1,1,1,2,1,6,1,1,4,7,1,6,1,2,1,1,1,1,6,1,1,9,2,3,4,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604.0,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,2,1,6,13,1,2,1,7,4,13,3,1,1,2,1,4,6,6,1,1,1,13,2,1,4,1,2,1,1,1,1,1,1,15,6,6,8,3,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605.0,1,1,1,1,2,1,1,1,4,1,9,2,5,1,1,55,1,1,1,2,1,40,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606.0,1,1,4,2,1,2,1,1,8,5,4,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,3,2,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607.0,1,4,1,1,1,2,1,1,1,1,1,3,1,1,1,6,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,3,2,1,1,1,1,1,1,3,4,1,6,1,1,1,2,1,4,2,1,2,5,1,1,1,1,2,5,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,3,1,12,5,1,2,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608.0,3,1,1,7,1,1,2,1,1,1,4,1,5,2,1,1,10,3,1,2,16,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609.0,7,6,1,1,21,15,41,2,3,1,1,1,4,1,14,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610.0,2,1,1,2,1,1,1,1,1,2,3,1,1,1,1,2,1,1,1,3,1,4,1,3,3,2,1,2,1,11,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611.0,1,2,1,1,1,4,1,1,1,1,1,1,1,1,1,2,7,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612.0,2,5,2,1,5,5,1,2,12,2,1,1,2,1,2,4,2,1,1,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613.0,2,1,1,1,1,6,4,17,1,1,4,1,3,2,1,1,7,6,1,1,5,7,1,5,6,1,9,5,6,1,7,7,1,1,5,1,1,5,2,3,1,1,1,1,3,1,15,4,1,19,5,1,1,10,1,2,4,1,1,1,9,1,8,2,15,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614.0,1,1,7,3,4,1,1,1,2,1,2,2,16,1,1,2,3,1,1,1,5,1,1,5,1,1,1,2,8,3,5,1,4,1,2,5,2,4,1,1,1,5,35,1,1,5,1,1,1,4,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615.0,6,1,1,1,2,2,1,1,3,2,15,11,1,2,1,3,1,2,1,1,2,1,1,2,3,1,3,4,2,1,4,3,3,1,2,1,3,1,1,1,4,2,6,1,1,1,1,2,1,21,1,1,1,3,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616.0,1,1,1,5,1,1,1,7,1,1,4,1,2,1,4,1,1,4,3,1,1,4,1,3,2,1,1,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617.0,3,1,3,1,1,1,1,2,1,6,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,4,1,1,5,1,1,1,1,1,1,2,1,1,1,1,5,2,1,5,1,1,5,1,1,2,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,6,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,2,1,1,1,1,1,6,1,1,5,1,2,1,1,1,24,2,1,1,1,1,1,1,1,1,1,2,3,1,6,1,3,2,1,1,4,1,1,2,1,2,6,2,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,4,1,2,1,5,2,3,,,,,,,,,,,,,,
618.0,2,3,1,7,18,1,7,7,7,1,9,3,1,8,1,5,2,5,2,1,7,6,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619.0,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,3,1,1,1,1,1,3,2,4,1,1,1,1,3,1,1,1,1,1,1,1,1,7,1,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620.0,3,2,1,1,1,1,1,1,1,5,5,1,1,4,1,1,8,1,13,1,3,1,6,1,5,2,1,1,5,1,1,5,5,1,2,22,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621.0,1,4,1,1,1,4,1,1,1,1,4,6,1,1,1,5,6,12,1,1,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622.0,2,2,2,5,1,1,1,2,1,1,2,1,1,5,2,3,1,4,2,7,1,1,2,1,1,1,2,2,1,2,1,5,1,2,1,2,1,1,3,3,1,2,1,3,1,2,3,1,1,2,1,3,1,2,1,1,2,1,2,3,2,5,1,1,2,1,1,1,1,1,3,2,1,1,1,1,1,2,1,1,1,2,2,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623.0,31,3,1,1,1,2,1,1,2,2,1,3,1,3,3,1,1,1,1,1,2,1,1,1,11,3,1,1,1,1,3,4,2,9,2,1,2,1,1,4,1,1,1,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624.0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,5,1,2,5,1,1,4,1,1,2,1,2,1,3,1,2,2,2,1,4,1,1,1,1,2,4,1,1,1,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625.0,1,8,6,3,1,1,1,1,1,1,1,1,5,1,1,1,1,6,1,1,3,5,1,1,2,1,4,2,1,3,7,1,1,1,3,1,1,1,1,1,1,1,1,2,6,1,16,1,1,3,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626.0,4,1,1,109,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627.0,1,2,1,1,1,1,1,1,5,1,1,1,1,1,2,1,1,2,3,1,1,1,1,1,30,1,1,1,1,1,1,1,1,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628.0,6,9,1,1,1,1,1,1,2,4,1,1,1,4,1,1,1,1,3,1,1,1,1,3,13,1,1,1,7,1,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629.0,1,1,2,1,17,2,6,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630.0,2,1,1,1,1,1,1,1,1,1,1,3,2,4,2,1,1,1,1,3,3,4,1,2,1,1,2,1,1,1,1,1,2,1,1,1,2,2,21,1,4,2,1,1,1,3,4,1,1,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631.0,154,2,2,1,5,1,1,1,2,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632.0,29,1,1,2,1,1,1,1,3,1,1,16,3,1,7,1,1,1,4,1,1,3,1,1,7,2,11,1,1,1,1,3,8,2,4,7,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633.0,1,1,1,1,1,1,2,2,1,1,5,1,1,1,1,4,1,1,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634.0,1,3,2,1,3,1,1,1,1,1,4,2,7,6,3,1,11,1,2,1,1,1,1,6,1,1,1,1,1,2,1,4,1,6,21,8,2,6,1,4,1,3,2,1,1,11,1,1,1,6,20,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635.0,13,76,1,6,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636.0,3,1,1,1,3,1,2,1,1,1,1,1,1,1,1,3,1,2,1,1,4,3,1,1,3,1,1,1,5,4,1,2,2,1,4,1,1,14,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,2,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637.0,42,1,1,10,4,2,1,1,2,1,3,3,1,1,1,3,1,1,2,1,1,1,4,11,6,1,1,1,1,2,1,5,1,1,1,1,1,1,1,1,3,27,2,2,3,1,11,3,2,1,3,2,4,1,1,5,6,1,1,1,1,1,10,1,1,2,3,1,6,7,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639.0,1,5,2,1,3,1,5,1,2,1,1,2,1,5,1,1,1,1,1,3,1,4,4,1,5,3,5,8,7,3,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640.0,1,3,1,30,18,1,1,1,1,1,2,1,3,1,2,2,1,10,1,20,1,1,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641.0,1,1,1,1,1,114,1,1,1,3,2,1,3,2,1,1,8,5,2,2,3,9,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642.0,1,2,1,1,3,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,3,1,1,2,4,1,1,1,1,1,5,9,5,21,1,1,1,14,11,4,6,1,3,18,1,3,1,2,1,1,1,1,18,8,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643.0,1,1,1,2,1,1,1,1,1,1,3,1,1,1,2,1,2,5,1,7,7,19,1,21,9,5,4,10,1,1,3,3,13,1,1,1,1,1,1,6,1,7,1,5,2,2,1,1,1,1,1,1,1,1,1,1,5,3,1,1,1,4,38,8,1,11,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644.0,1,1,4,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,5,1,7,1,1,1,1,1,1,1,1,1,1,3,1,2,2,1,1,1,2,1,1,2,3,9,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645.0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,6,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646.0,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,5,13,1,1,1,1,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647.0,9,2,1,1,1,18,3,1,1,1,6,6,1,1,1,1,1,5,1,11,2,16,1,1,1,2,3,1,1,1,2,2,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648.0,2,1,18,1,1,1,2,1,5,1,1,1,2,1,9,3,2,1,4,1,9,1,1,1,4,1,1,1,1,1,6,2,1,11,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649.0,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,7,2,10,13,5,24,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650.0,2,1,88,1,1,5,1,4,1,1,1,3,1,1,1,4,29,1,8,1,1,2,1,3,2,1,1,1,1,1,4,1,3,2,1,1,3,6,4,1,1,1,1,18,1,1,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651.0,1,1,1,1,1,1,1,1,1,2,1,7,1,6,1,1,1,1,1,1,1,1,1,16,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
