account_key,cancel_date,days_to_cancel,join_date,cancel_year,cancel_month,cancel_day,join_year,join_month,join_day
1195,2015-01-16,3.0,2015-01-13,2015.0,1.0,16.0,2015,1,13
945,2015-01-17,4.0,2015-01-13,2015.0,1.0,17.0,2015,1,13
465,2015-08-12,188.0,2015-02-05,2015.0,8.0,12.0,2015,2,5
1045,2015-03-12,6.0,2015-03-06,2015.0,3.0,12.0,2015,3,6
208,2015-06-15,99.0,2015-03-08,2015.0,6.0,15.0,2015,3,8
944,2015-03-12,2.0,2015-03-10,2015.0,3.0,12.0,2015,3,10
1168,2015-03-16,6.0,2015-03-10,2015.0,3.0,16.0,2015,3,10
1260,2015-05-18,68.0,2015-03-11,2015.0,5.0,18.0,2015,3,11
1194,2015-07-08,119.0,2015-03-11,2015.0,7.0,8.0,2015,3,11
361,2015-06-20,38.0,2015-05-13,2015.0,6.0,20.0,2015,5,13
1237,2015-05-28,0.0,2015-05-28,2015.0,5.0,28.0,2015,5,28
220,2015-05-29,52.0,2015-04-07,2015.0,5.0,29.0,2015,4,7
814,2015-06-07,5.0,2015-06-02,2015.0,6.0,7.0,2015,6,2
405,2015-06-04,1.0,2015-06-03,2015.0,6.0,4.0,2015,6,3
1266,2015-06-16,9.0,2015-06-07,2015.0,6.0,16.0,2015,6,7
679,2015-06-13,5.0,2015-06-08,2015.0,6.0,13.0,2015,6,8
735,2015-06-09,1.0,2015-06-08,2015.0,6.0,9.0,2015,6,8
735,2015-05-21,37.0,2015-04-14,2015.0,5.0,21.0,2015,4,14
1093,2015-06-11,3.0,2015-06-08,2015.0,6.0,11.0,2015,6,8
978,2015-06-14,5.0,2015-06-09,2015.0,6.0,14.0,2015,6,9
663,2015-06-09,7.0,2015-06-02,2015.0,6.0,9.0,2015,6,2
663,2015-06-15,6.0,2015-06-09,2015.0,6.0,15.0,2015,6,9
731,2015-06-07,4.0,2015-06-03,2015.0,6.0,7.0,2015,6,3
1183,2015-06-30,22.0,2015-06-08,2015.0,6.0,30.0,2015,6,8
1183,2015-08-08,22.0,2015-07-17,2015.0,8.0,8.0,2015,7,17
1183,2015-06-02,22.0,2015-05-11,2015.0,6.0,2.0,2015,5,11
804,2015-07-16,37.0,2015-06-09,2015.0,7.0,16.0,2015,6,9
721,2015-06-16,7.0,2015-06-09,2015.0,6.0,16.0,2015,6,9
721,2015-07-15,6.0,2015-07-09,2015.0,7.0,15.0,2015,7,9
1086,2015-06-09,0.0,2015-06-09,2015.0,6.0,9.0,2015,6,9
951,2015-07-11,3.0,2015-07-08,2015.0,7.0,11.0,2015,7,8
1096,2015-07-15,7.0,2015-07-08,2015.0,7.0,15.0,2015,7,8
1169,2015-07-17,7.0,2015-07-10,2015.0,7.0,17.0,2015,7,10
1126,2015-07-15,5.0,2015-07-10,2015.0,7.0,15.0,2015,7,10
813,2015-07-17,6.0,2015-07-11,2015.0,7.0,17.0,2015,7,11
1208,2015-03-13,36.0,2015-02-05,2015.0,3.0,13.0,2015,2,5
1207,2015-02-28,22.0,2015-02-06,2015.0,2.0,28.0,2015,2,6
602,2015-08-13,188.0,2015-02-06,2015.0,8.0,13.0,2015,2,6
1153,2015-03-13,35.0,2015-02-06,2015.0,3.0,13.0,2015,2,6
1210,2015-03-14,35.0,2015-02-07,2015.0,3.0,14.0,2015,2,7
916,2015-04-15,66.0,2015-02-08,2015.0,4.0,15.0,2015,2,8
666,2015-04-16,66.0,2015-02-09,2015.0,4.0,16.0,2015,2,9
753,2015-04-12,38.0,2015-03-05,2015.0,4.0,12.0,2015,3,5
1190,2015-03-06,0.0,2015-03-06,2015.0,3.0,6.0,2015,3,6
141,2015-05-14,68.0,2015-03-07,2015.0,5.0,14.0,2015,3,7
914,2015-04-02,0.0,2015-04-02,2015.0,4.0,2.0,2015,4,2
914,2015-07-17,0.0,2015-07-17,2015.0,7.0,17.0,2015,7,17
729,2015-04-25,22.0,2015-04-03,2015.0,4.0,25.0,2015,4,3
994,2015-04-06,1.0,2015-04-05,2015.0,4.0,6.0,2015,4,5
1089,2015-05-13,37.0,2015-04-06,2015.0,5.0,13.0,2015,4,6
651,2015-06-13,68.0,2015-04-06,2015.0,6.0,13.0,2015,4,6
1054,2015-08-14,129.0,2015-04-07,2015.0,8.0,14.0,2015,4,7
289,2015-07-14,98.0,2015-04-07,2015.0,7.0,14.0,2015,4,7
796,2015-04-16,9.0,2015-04-07,2015.0,4.0,16.0,2015,4,7
915,2015-07-22,6.0,2015-07-16,2015.0,7.0,22.0,2015,7,16
1279,2015-07-22,5.0,2015-07-17,2015.0,7.0,22.0,2015,7,17
1279,2015-07-17,0.0,2015-07-17,2015.0,7.0,17.0,2015,7,17
1179,2015-07-22,5.0,2015-07-17,2015.0,7.0,22.0,2015,7,17
1205,2015-08-05,19.0,2015-07-17,2015.0,8.0,5.0,2015,7,17
850,2015-07-22,4.0,2015-07-18,2015.0,7.0,22.0,2015,7,18
1256,2015-07-24,6.0,2015-07-18,2015.0,7.0,24.0,2015,7,18
1258,2015-07-21,6.0,2015-07-15,2015.0,7.0,21.0,2015,7,15
968,2015-07-17,0.0,2015-07-17,2015.0,7.0,17.0,2015,7,17
662,2015-07-21,4.0,2015-07-17,2015.0,7.0,21.0,2015,7,17
1155,2015-07-17,0.0,2015-07-17,2015.0,7.0,17.0,2015,7,17
856,2015-08-09,22.0,2015-07-18,2015.0,8.0,9.0,2015,7,18
848,2015-08-14,3.0,2015-08-11,2015.0,8.0,14.0,2015,8,11
848,2015-03-11,5.0,2015-03-06,2015.0,3.0,11.0,2015,3,6
768,2015-03-11,1.0,2015-03-10,2015.0,3.0,11.0,2015,3,10
788,2015-04-06,5.0,2015-04-01,2015.0,4.0,6.0,2015,4,1
786,2015-05-09,37.0,2015-04-02,2015.0,5.0,9.0,2015,4,2
1264,2015-06-09,68.0,2015-04-02,2015.0,6.0,9.0,2015,4,2
830,2015-04-06,3.0,2015-04-03,2015.0,4.0,6.0,2015,4,3
1088,2015-04-25,22.0,2015-04-03,2015.0,4.0,25.0,2015,4,3
723,2015-04-06,3.0,2015-04-03,2015.0,4.0,6.0,2015,4,3
811,2015-06-13,38.0,2015-05-06,2015.0,6.0,13.0,2015,5,6
825,2015-05-06,0.0,2015-05-06,2015.0,5.0,6.0,2015,5,6
825,2015-06-16,38.0,2015-05-09,2015.0,6.0,16.0,2015,5,9
1055,2015-07-15,68.0,2015-05-08,2015.0,7.0,15.0,2015,5,8
766,2015-05-10,0.0,2015-05-10,2015.0,5.0,10.0,2015,5,10
1215,2015-07-18,68.0,2015-05-11,2015.0,7.0,18.0,2015,5,11
1030,2015-07-18,68.0,2015-05-11,2015.0,7.0,18.0,2015,5,11
955,2015-08-18,99.0,2015-05-11,2015.0,8.0,18.0,2015,5,11
995,2015-05-18,7.0,2015-05-11,2015.0,5.0,18.0,2015,5,11
815,2015-05-18,6.0,2015-05-12,2015.0,5.0,18.0,2015,5,12
142,2015-08-03,203.0,2015-01-12,2015.0,8.0,3.0,2015,1,12
1039,2015-07-19,0.0,2015-07-19,2015.0,7.0,19.0,2015,7,19
1039,2015-08-16,4.0,2015-08-12,2015.0,8.0,16.0,2015,8,12
1018,2015-07-26,6.0,2015-07-20,2015.0,7.0,26.0,2015,7,20
993,2015-08-17,6.0,2015-08-11,2015.0,8.0,17.0,2015,8,11
699,2015-08-18,7.0,2015-08-11,2015.0,8.0,18.0,2015,8,11
940,2015-07-23,6.0,2015-07-17,2015.0,7.0,23.0,2015,7,17
1162,2015-08-19,5.0,2015-08-14,2015.0,8.0,19.0,2015,8,14
1038,2015-04-26,22.0,2015-04-04,2015.0,4.0,26.0,2015,4,4
739,2015-04-05,0.0,2015-04-05,2015.0,4.0,5.0,2015,4,5
1046,2015-04-07,2.0,2015-04-05,2015.0,4.0,7.0,2015,4,5
1170,2015-07-12,98.0,2015-04-05,2015.0,7.0,12.0,2015,4,5
1268,2015-05-28,52.0,2015-04-06,2015.0,5.0,28.0,2015,4,6
706,2015-07-14,98.0,2015-04-07,2015.0,7.0,14.0,2015,4,7
1222,2015-04-07,0.0,2015-04-07,2015.0,4.0,7.0,2015,4,7
936,2015-04-12,5.0,2015-04-07,2015.0,4.0,12.0,2015,4,7
606,2015-06-15,68.0,2015-04-08,2015.0,6.0,15.0,2015,4,8
863,2015-04-12,2.0,2015-04-10,2015.0,4.0,12.0,2015,4,10
669,2015-07-19,68.0,2015-05-12,2015.0,7.0,19.0,2015,5,12
1125,2015-05-31,0.0,2015-05-31,2015.0,5.0,31.0,2015,5,31
569,2015-08-09,68.0,2015-06-02,2015.0,8.0,9.0,2015,6,2
708,2015-06-05,0.0,2015-06-05,2015.0,6.0,5.0,2015,6,5
708,2015-06-10,5.0,2015-06-05,2015.0,6.0,10.0,2015,6,5
912,2015-08-13,68.0,2015-06-06,2015.0,8.0,13.0,2015,6,6
1025,2015-06-07,0.0,2015-06-07,2015.0,6.0,7.0,2015,6,7
763,2015-06-14,6.0,2015-06-08,2015.0,6.0,14.0,2015,6,8
1062,2015-06-17,38.0,2015-05-10,2015.0,6.0,17.0,2015,5,10
1184,2015-06-04,6.0,2015-05-29,2015.0,6.0,4.0,2015,5,29
826,2015-06-09,4.0,2015-06-05,2015.0,6.0,9.0,2015,6,5
750,2015-06-06,0.0,2015-06-06,2015.0,6.0,6.0,2015,6,6
956,2015-08-15,68.0,2015-06-08,2015.0,8.0,15.0,2015,6,8
1172,2015-06-10,1.0,2015-06-09,2015.0,6.0,10.0,2015,6,9
1084,2015-07-15,7.0,2015-07-08,2015.0,7.0,15.0,2015,7,8
827,2015-07-12,4.0,2015-07-08,2015.0,7.0,12.0,2015,7,8
783,2015-07-19,6.0,2015-07-13,2015.0,7.0,19.0,2015,7,13
777,2015-08-15,68.0,2015-06-08,2015.0,8.0,15.0,2015,6,8
910,2015-06-15,7.0,2015-06-08,2015.0,6.0,15.0,2015,6,8
947,2015-07-13,5.0,2015-07-08,2015.0,7.0,13.0,2015,7,8
1197,2015-07-11,2.0,2015-07-09,2015.0,7.0,11.0,2015,7,9
402,2015-03-10,57.0,2015-01-12,2015.0,3.0,10.0,2015,1,12
15,2015-01-17,5.0,2015-01-12,2015.0,1.0,17.0,2015,1,12
15,2015-08-11,160.0,2015-03-04,2015.0,8.0,11.0,2015,3,4
724,2015-01-18,6.0,2015-01-12,2015.0,1.0,18.0,2015,1,12
134,2015-06-12,127.0,2015-02-05,2015.0,6.0,12.0,2015,2,5
1033,2015-08-13,188.0,2015-02-06,2015.0,8.0,13.0,2015,2,6
849,2015-07-19,2.0,2015-07-17,2015.0,7.0,19.0,2015,7,17
898,2015-07-24,6.0,2015-07-18,2015.0,7.0,24.0,2015,7,18
879,2015-07-24,6.0,2015-07-18,2015.0,7.0,24.0,2015,7,18
889,2015-08-11,0.0,2015-08-11,2015.0,8.0,11.0,2015,8,11
1034,2015-07-20,5.0,2015-07-15,2015.0,7.0,20.0,2015,7,15
1159,2015-07-21,5.0,2015-07-16,2015.0,7.0,21.0,2015,7,16
1003,2015-07-20,4.0,2015-07-16,2015.0,7.0,20.0,2015,7,16
775,2015-07-24,7.0,2015-07-17,2015.0,7.0,24.0,2015,7,17
512,2015-03-17,127.0,2014-11-10,2015.0,3.0,17.0,2014,11,10
821,2014-11-16,6.0,2014-11-10,2014.0,11.0,16.0,2014,11,10
760,2014-11-13,3.0,2014-11-10,2014.0,11.0,13.0,2014,11,10
1243,2014-11-18,8.0,2014-11-10,2014.0,11.0,18.0,2014,11,10
737,2014-11-10,0.0,2014-11-10,2014.0,11.0,10.0,2014,11,10
1220,2014-12-17,37.0,2014-11-10,2014.0,12.0,17.0,2014,11,10
878,2014-11-10,0.0,2014-11-10,2014.0,11.0,10.0,2014,11,10
1288,2014-11-15,5.0,2014-11-10,2014.0,11.0,15.0,2014,11,10
85,2015-03-27,136.0,2014-11-11,2015.0,3.0,27.0,2014,11,11
160,2015-02-18,99.0,2014-11-11,2015.0,2.0,18.0,2014,11,11
998,2015-08-18,7.0,2015-08-11,2015.0,8.0,18.0,2015,8,11
981,2015-02-07,0.0,2015-02-07,2015.0,2.0,7.0,2015,2,7
636,2015-02-10,1.0,2015-02-09,2015.0,2.0,10.0,2015,2,9
636,2015-08-12,160.0,2015-03-05,2015.0,8.0,12.0,2015,3,5
423,2015-04-08,58.0,2015-02-09,2015.0,4.0,8.0,2015,2,9
1112,2015-02-13,3.0,2015-02-10,2015.0,2.0,13.0,2015,2,10
190,2015-04-08,56.0,2015-02-11,2015.0,4.0,8.0,2015,2,11
1078,2015-02-17,6.0,2015-02-11,2015.0,2.0,17.0,2015,2,11
692,2015-02-24,13.0,2015-02-11,2015.0,2.0,24.0,2015,2,11
904,2015-03-10,5.0,2015-03-05,2015.0,3.0,10.0,2015,3,5
259,2015-03-12,7.0,2015-03-05,2015.0,3.0,12.0,2015,3,5
259,2015-07-14,98.0,2015-04-07,2015.0,7.0,14.0,2015,4,7
653,2015-03-05,0.0,2015-03-05,2015.0,3.0,5.0,2015,3,5
1177,2015-03-06,0.0,2015-03-06,2015.0,3.0,6.0,2015,3,6
680,2015-03-12,3.0,2015-03-09,2015.0,3.0,12.0,2015,3,9
1148,2015-03-09,0.0,2015-03-09,2015.0,3.0,9.0,2015,3,9
839,2015-01-15,63.0,2014-11-13,2015.0,1.0,15.0,2014,11,13
1161,2014-12-20,37.0,2014-11-13,2014.0,12.0,20.0,2014,11,13
949,2014-11-20,6.0,2014-11-14,2014.0,11.0,20.0,2014,11,14
1146,2014-12-23,37.0,2014-11-16,2014.0,12.0,23.0,2014,11,16
65,2015-02-23,99.0,2014-11-16,2015.0,2.0,23.0,2014,11,16
787,2014-12-23,37.0,2014-11-16,2014.0,12.0,23.0,2014,11,16
941,2015-04-01,22.0,2015-03-10,2015.0,4.0,1.0,2015,3,10
1119,2015-03-15,4.0,2015-03-11,2015.0,3.0,15.0,2015,3,11
1119,2015-08-16,0.0,2015-08-16,2015.0,8.0,16.0,2015,8,16
899,2015-03-17,6.0,2015-03-11,2015.0,3.0,17.0,2015,3,11
985,2015-04-18,38.0,2015-03-11,2015.0,4.0,18.0,2015,3,11
1186,2015-03-11,0.0,2015-03-11,2015.0,3.0,11.0,2015,3,11
681,2015-04-07,6.0,2015-04-01,2015.0,4.0,7.0,2015,4,1
681,2015-06-15,6.0,2015-06-09,2015.0,6.0,15.0,2015,6,9
835,2015-01-10,38.0,2014-12-03,2015.0,1.0,10.0,2014,12,3
549,2015-06-10,189.0,2014-12-03,2015.0,6.0,10.0,2014,12,3
660,2015-01-10,38.0,2014-12-03,2015.0,1.0,10.0,2014,12,3
174,2015-03-10,97.0,2014-12-03,2015.0,3.0,10.0,2014,12,3
1261,2014-12-08,5.0,2014-12-03,2014.0,12.0,8.0,2014,12,3
514,2015-06-11,189.0,2014-12-04,2015.0,6.0,11.0,2014,12,4
1135,2014-12-08,4.0,2014-12-04,2014.0,12.0,8.0,2014,12,4
953,2014-12-11,6.0,2014-12-05,2014.0,12.0,11.0,2014,12,5
725,2014-12-06,0.0,2014-12-06,2014.0,12.0,6.0,2014,12,6
820,2014-12-09,3.0,2014-12-06,2014.0,12.0,9.0,2014,12,6
778,2014-12-29,22.0,2014-12-07,2014.0,12.0,29.0,2014,12,7
865,2014-12-13,6.0,2014-12-07,2014.0,12.0,13.0,2014,12,7
801,2015-02-03,57.0,2014-12-08,2015.0,2.0,3.0,2014,12,8
1077,2015-01-30,53.0,2014-12-08,2015.0,1.0,30.0,2014,12,8
808,2014-12-30,22.0,2014-12-08,2014.0,12.0,30.0,2014,12,8
767,2014-12-11,3.0,2014-12-08,2014.0,12.0,11.0,2014,12,8
917,2014-12-14,5.0,2014-12-09,2014.0,12.0,14.0,2014,12,9
933,2014-12-14,5.0,2014-12-09,2014.0,12.0,14.0,2014,12,9
1246,2014-12-15,6.0,2014-12-09,2014.0,12.0,15.0,2014,12,9
528,2015-08-10,129.0,2015-04-03,2015.0,8.0,10.0,2015,4,3
1145,2015-04-04,0.0,2015-04-04,2015.0,4.0,4.0,2015,4,4
658,2015-04-08,2.0,2015-04-06,2015.0,4.0,8.0,2015,4,6
658,2015-04-10,0.0,2015-04-10,2015.0,4.0,10.0,2015,4,10
1158,2015-04-09,2.0,2015-04-07,2015.0,4.0,9.0,2015,4,7
1115,2015-05-15,37.0,2015-04-08,2015.0,5.0,15.0,2015,4,8
957,2015-04-14,6.0,2015-04-08,2015.0,4.0,14.0,2015,4,8
447,2015-06-04,41.0,2015-04-24,2015.0,6.0,4.0,2015,4,24
987,2014-12-11,2.0,2014-12-09,2014.0,12.0,11.0,2014,12,9
802,2015-01-08,0.0,2015-01-08,2015.0,1.0,8.0,2015,1,8
664,2015-01-08,0.0,2015-01-08,2015.0,1.0,8.0,2015,1,8
272,2015-05-15,127.0,2015-01-08,2015.0,5.0,15.0,2015,1,8
997,2015-01-12,0.0,2015-01-12,2015.0,1.0,12.0,2015,1,12
434,2015-06-03,142.0,2015-01-12,2015.0,6.0,3.0,2015,1,12
1061,2015-01-14,2.0,2015-01-12,2015.0,1.0,14.0,2015,1,12
532,2015-06-19,158.0,2015-01-12,2015.0,6.0,19.0,2015,1,12
847,2015-01-19,7.0,2015-01-12,2015.0,1.0,19.0,2015,1,12
937,2015-06-13,38.0,2015-05-06,2015.0,6.0,13.0,2015,5,6
927,2015-05-13,7.0,2015-05-06,2015.0,5.0,13.0,2015,5,6
927,2015-07-20,68.0,2015-05-13,2015.0,7.0,20.0,2015,5,13
1022,2015-06-14,38.0,2015-05-07,2015.0,6.0,14.0,2015,5,7
942,2015-05-15,5.0,2015-05-10,2015.0,5.0,15.0,2015,5,10
1026,2015-05-12,1.0,2015-05-11,2015.0,5.0,12.0,2015,5,11
772,2015-05-19,7.0,2015-05-12,2015.0,5.0,19.0,2015,5,12
870,2015-05-12,0.0,2015-05-12,2015.0,5.0,12.0,2015,5,12
410,2015-08-19,99.0,2015-05-12,2015.0,8.0,19.0,2015,5,12
1007,2015-06-19,38.0,2015-05-12,2015.0,6.0,19.0,2015,5,12
1007,2015-07-23,5.0,2015-07-18,2015.0,7.0,23.0,2015,7,18
758,2015-05-17,5.0,2015-05-12,2015.0,5.0,17.0,2015,5,12
1165,2015-01-13,1.0,2015-01-12,2015.0,1.0,13.0,2015,1,12
1284,2015-01-13,0.0,2015-01-13,2015.0,1.0,13.0,2015,1,13
645,2015-05-16,96.0,2015-02-09,2015.0,5.0,16.0,2015,2,9
1079,2015-02-09,0.0,2015-02-09,2015.0,2.0,9.0,2015,2,9
1281,2015-02-12,3.0,2015-02-09,2015.0,2.0,12.0,2015,2,9
1068,2015-05-29,1.0,2015-05-28,2015.0,5.0,29.0,2015,5,28
1217,2015-07-28,52.0,2015-06-06,2015.0,7.0,28.0,2015,6,6
1106,2015-06-13,6.0,2015-06-07,2015.0,6.0,13.0,2015,6,7
762,2015-07-15,37.0,2015-06-08,2015.0,7.0,15.0,2015,6,8
897,2015-07-15,37.0,2015-06-08,2015.0,7.0,15.0,2015,6,8
961,2015-06-11,3.0,2015-06-08,2015.0,6.0,11.0,2015,6,8
1075,2015-08-16,68.0,2015-06-09,2015.0,8.0,16.0,2015,6,9
1133,2015-07-15,6.0,2015-07-09,2015.0,7.0,15.0,2015,7,9
1005,2015-07-11,2.0,2015-07-09,2015.0,7.0,11.0,2015,7,9
999,2015-02-13,3.0,2015-02-10,2015.0,2.0,13.0,2015,2,10
1188,2015-03-17,35.0,2015-02-10,2015.0,3.0,17.0,2015,2,10
1200,2015-04-11,38.0,2015-03-04,2015.0,4.0,11.0,2015,3,4
1196,2015-03-11,7.0,2015-03-04,2015.0,3.0,11.0,2015,3,4
113,2015-07-11,129.0,2015-03-04,2015.0,7.0,11.0,2015,3,4
1082,2015-04-13,38.0,2015-03-06,2015.0,4.0,13.0,2015,3,6
860,2015-03-11,4.0,2015-03-07,2015.0,3.0,11.0,2015,3,7
828,2015-04-16,38.0,2015-03-09,2015.0,4.0,16.0,2015,3,9
795,2015-03-13,4.0,2015-03-09,2015.0,3.0,13.0,2015,3,9
1100,2015-03-16,6.0,2015-03-10,2015.0,3.0,16.0,2015,3,10
809,2015-03-14,4.0,2015-03-10,2015.0,3.0,14.0,2015,3,10
1063,2015-07-14,0.0,2015-07-14,2015.0,7.0,14.0,2015,7,14
701,2015-07-20,4.0,2015-07-16,2015.0,7.0,20.0,2015,7,16
1255,2015-07-23,6.0,2015-07-17,2015.0,7.0,23.0,2015,7,17
1023,2015-07-20,3.0,2015-07-17,2015.0,7.0,20.0,2015,7,17
1175,2015-06-09,68.0,2015-04-02,2015.0,6.0,9.0,2015,4,2
19,2015-07-13,98.0,2015-04-06,2015.0,7.0,13.0,2015,4,6
1270,2015-07-20,0.0,2015-07-20,2015.0,7.0,20.0,2015,7,20
921,2015-08-21,4.0,2015-08-17,2015.0,8.0,21.0,2015,8,17
980,2015-04-14,6.0,2015-04-08,2015.0,4.0,14.0,2015,4,8
726,2015-05-15,37.0,2015-04-08,2015.0,5.0,15.0,2015,4,8
1004,2015-05-08,2.0,2015-05-06,2015.0,5.0,8.0,2015,5,6
1024,2015-05-11,5.0,2015-05-06,2015.0,5.0,11.0,2015,5,6
779,2015-06-18,39.0,2015-05-10,2015.0,6.0,18.0,2015,5,10
881,2015-05-14,3.0,2015-05-11,2015.0,5.0,14.0,2015,5,11
1249,2015-07-18,68.0,2015-05-11,2015.0,7.0,18.0,2015,5,11
1099,2015-07-18,68.0,2015-05-11,2015.0,7.0,18.0,2015,5,11
846,2015-06-19,38.0,2015-05-12,2015.0,6.0,19.0,2015,5,12
1052,2015-07-19,68.0,2015-05-12,2015.0,7.0,19.0,2015,5,12
1059,2015-05-18,6.0,2015-05-12,2015.0,5.0,18.0,2015,5,12
661,2015-06-19,38.0,2015-05-12,2015.0,6.0,19.0,2015,5,12
911,2015-06-03,2.0,2015-06-01,2015.0,6.0,3.0,2015,6,1
1291,2015-06-03,0.0,2015-06-03,2015.0,6.0,3.0,2015,6,3
1241,2015-06-09,0.0,2015-06-09,2015.0,6.0,9.0,2015,6,9
1187,2015-06-15,6.0,2015-06-09,2015.0,6.0,15.0,2015,6,9
891,2015-07-15,6.0,2015-07-09,2015.0,7.0,15.0,2015,7,9
1178,2015-08-07,22.0,2015-07-16,2015.0,8.0,7.0,2015,7,16
1232,2015-07-17,1.0,2015-07-16,2015.0,7.0,17.0,2015,7,16
1057,2015-07-21,4.0,2015-07-17,2015.0,7.0,21.0,2015,7,17
1272,2015-07-23,6.0,2015-07-17,2015.0,7.0,23.0,2015,7,17
807,2015-07-22,2.0,2015-07-20,2015.0,7.0,22.0,2015,7,20
1116,2015-08-18,3.0,2015-08-15,2015.0,8.0,18.0,2015,8,15
